rownames,REGION,SPECIES,TYPE,HABITAT,FGUILD,LengthGroup,TaxonGroup,YEAR,BIOMASS,LANDINGS,NumSpecies
7265,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1987,105647.8411,4795,1
7266,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1987,6862.927967,3126,1
7267,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1987,2459.503691,369,1
7268,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1987,31478.90158,13717,1
7269,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1987,3390.183848,0,1
7270,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1987,82285.83113,26386,1
7271,WSS,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1987,4465.330328,0,1
7272,WSS,Sea scallop,Invertebrate,Demersal,Planktivore,,Invertebrate,1987,24.834,3360,1
7273,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1987,48490.07556,1,1
7274,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1987,5073.964039,27,1
7275,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1987,260901.759,263,1
7276,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1987,1114.74695,7,1
7277,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1987,33378.60767,5053,1
7278,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1987,2607.438594,759,1
7279,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,1988,862.3321598,10080,1
7280,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1988,58021.16632,20111,1
7281,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1988,957397.4874,207479,1
7282,WSS,Atlantic mackerel,Fish,Pelagic,Planktivore,Medium,Scombrid,1988,138.1877798,3523,1
7283,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1988,60017.94332,3084,1
7284,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1988,5752.404432,2256,1
7285,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1988,1566.11786,267,1
7286,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1988,30796.52778,11112,1
7287,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1988,6855.919003,0,1
7288,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1988,121435.163,24341,1
7289,WSS,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1988,2710.987367,0,1
7290,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1988,21821.38147,6,1
7291,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1988,4841.657373,13,1
7292,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1988,208294.4245,0,1
7293,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1988,1987.501804,0,1
7294,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1988,21888.22255,3894,1
7295,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1988,2078.817411,653,1
7296,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,1989,696.778646,10581,1
7297,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1989,26876.15585,19889,1
7298,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1989,815919.1724,110764,1
7299,WSS,Atlantic mackerel,Fish,Pelagic,Planktivore,Medium,Scombrid,1989,173.1839272,2864,1
7300,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1989,30217.93526,1937,1
7301,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1989,4226.745972,2281,1
7302,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1989,947.1720692,219,1
7303,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1989,26419.9132,6761,1
7304,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1989,8603.763623,0,1
7305,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1989,46469.6543,23271,1
7306,WSS,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1989,1925.069158,0,1
7307,WSS,Sea scallop,Invertebrate,Demersal,Planktivore,,Invertebrate,1989,39.321,17010,1
7308,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1989,59463.09413,0,1
7309,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1989,6459.693397,15,1
7310,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1989,62342.70306,162,1
7311,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1989,4271.881694,8,1
7312,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1989,18936.01661,3307,1
7313,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1989,1400.137748,357,1
7314,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,1990,144.8426185,13098,1
7315,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1990,35223.50121,23894,1
7316,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1990,689499.1727,187851,1
7317,WSS,Atlantic mackerel,Fish,Pelagic,Planktivore,Medium,Scombrid,1990,134.6246632,3098,1
7318,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1990,88361.07886,1973,1
7319,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1990,2675.714851,2434,1
7320,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1990,614.6054651,373,1
7321,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1990,45497.25568,7502,1
7322,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1990,4545.41281,51,1
7323,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1990,181011.2208,22175,1
7324,WSS,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1990,1400.285687,0,1
7325,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1990,53815.25674,24,1
7326,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1990,5876.81882,15,1
7327,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1990,67493.66365,616,1
7328,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1990,5100.885028,845,1
7329,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1990,32471.39816,3557,1
7330,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1990,1511.328075,368,1
7331,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1991,23378.53412,27720,1
7332,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1991,549362.3507,133632,1
7333,WSS,Atlantic mackerel,Fish,Pelagic,Planktivore,Medium,Scombrid,1991,139.0217364,3127,1
7334,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1991,28676.12718,1637,1
7335,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1991,6634.339178,3101,1
7336,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1991,1538.84059,308,1
7337,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1991,61196.37382,9775,1
7338,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1991,9507.329878,14,1
7339,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1991,48049.29986,25650,1
7340,WSS,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1991,1295.017728,65.8,1
7341,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1991,31987.39286,8869,1
7342,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1991,4563.293357,36,1
7343,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1991,136898.1204,143,1
7344,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1991,2341.063723,241,1
7345,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1991,38802.04675,2806,1
7346,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1991,1303.171243,309,1
7347,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,1992,177.8930613,10317,1
7348,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1992,21240.20988,26079,1
7349,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1992,398948.3232,152693,1
7350,WSS,Atlantic mackerel,Fish,Pelagic,Planktivore,Medium,Scombrid,1992,391.421592,4743,1
7351,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1992,214569.1816,2157,1
7352,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1992,1678.550149,3662,1
7353,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1992,785.6569448,459,1
7354,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1992,35685.79737,10505,1
7355,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1992,10772.39341,39,1
7356,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1992,36430.4208,20938,1
7357,WSS,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1992,2407.566081,92.9,1
7358,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1992,53007.12035,5062,1
7359,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1992,5435.784033,12,1
7360,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1992,150806.0657,517,1
7361,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1992,56579.58502,3407,1
7362,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1992,767.5872161,519,1
7363,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,1993,369.3176799,10676,1
7364,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1993,11845.19404,16026,1
7365,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1993,299115.2718,107574,1
7366,WSS,Atlantic mackerel,Fish,Pelagic,Planktivore,Medium,Scombrid,1993,3215.388223,4107,1
7367,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1993,107638.1505,4724,1
7368,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1993,563.7271949,1993,1
7369,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1993,2109.741601,533,1
7370,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1993,14202.18681,6947,1
7371,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1993,12814.90407,18,1
7372,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1993,95497.75146,13851,1
7373,WSS,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1993,1818.08994,31.5,1
7374,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1993,38468.80288,10590,1
7375,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1993,3578.616465,26,1
7376,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1993,153396.7153,696,1
7377,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1993,12319.18442,1705,1
7378,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1993,20257.19567,3497,1
7379,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1993,2322.375122,485,1
7380,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,1994,695.4289774,13079,1
7381,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1994,22677.84177,13089,1
7382,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1994,248081.2693,80055,1
7383,WSS,Atlantic mackerel,Fish,Pelagic,Planktivore,Medium,Scombrid,1994,4342.242661,5168,1
7384,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1994,126510.5524,4763,1
7385,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1994,596.3391094,1196,1
7386,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1994,1742.884261,1131,1
7387,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1994,32479.44759,4405,1
7388,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1994,7180.726636,48,1
7389,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1994,26685.78254,9757,1
7390,WSS,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1994,2403.999693,2.9,1
7391,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1994,45453.12595,184,1
7392,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1994,5421.71289,90,1
7393,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1994,183846.0663,805,1
7394,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1994,11728.89427,97,1
7395,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1994,14632.39129,3209,1
7396,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1994,1618.793402,360,1
7397,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,1995,2516.799647,12588,1
7398,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1995,19951.49339,8811,1
7399,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1995,260145.6561,62643,1
7400,WSS,Atlantic mackerel,Fish,Pelagic,Planktivore,Medium,Scombrid,1995,882.454543,4477,1
7401,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1995,108458.1522,4474,1
7402,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1995,682.8093799,1491,1
7403,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1995,3607.508174,918,1
7404,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1995,71025.44485,5660,1
7405,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1995,11593.32081,34,1
7406,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1995,31566.55884,7051,1
7407,WSS,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1995,3179.631843,5.1,1
7408,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1995,62337.55631,739,1
7409,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1995,5843.187033,133,1
7410,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1995,109293.7536,370,1
7411,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1995,4037.468693,108,1
7412,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1995,25694.17336,4005,1
7413,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1995,2941.026169,227,1
7414,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,1996,2983.512658,12885,1
7415,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1996,59401.87877,10591,1
7416,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1996,273809.1042,58144,1
7417,WSS,Atlantic mackerel,Fish,Pelagic,Planktivore,Medium,Scombrid,1996,2.313441951,2449,1
7418,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1996,89826.85746,3579,1
7419,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1996,618.5089895,1024,1
7420,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1996,2363.043369,1069,1
7421,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1996,96568.81554,6237,1
7422,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1996,9798.511415,24,1
7423,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1996,87435.0989,6481,1
7424,WSS,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1996,10118.82702,9.1,1
7425,WSS,Sea scallop,Invertebrate,Demersal,Planktivore,,Invertebrate,1996,29.014,6378,1
7426,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1996,42441.43814,2752,1
7427,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1996,6513.167834,72,1
7428,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1996,352764.6684,55,1
7429,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1996,659.2244131,142,1
7430,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1996,36165.09058,2737,1
7431,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1996,4103.8105,350,1
7432,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,1997,1029.673558,14226,1
7433,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1997,21754.59764,11531,1
7434,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1997,301575.2188,54398,1
7435,WSS,Atlantic mackerel,Fish,Pelagic,Planktivore,Medium,Scombrid,1997,854.1355948,3208,1
7436,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1997,335851.4461,4504,1
7437,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1997,909.940357,1453,1
7438,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1997,1742.700759,1150,1
7439,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1997,61704.11426,6534,1
7440,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1997,8159.098392,18,1
7441,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1997,28783.51471,9651,1
7442,WSS,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1997,2859.59173,45.4,1
7443,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1997,36683.15808,3679,1
7444,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1997,6930.715559,69,1
7445,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1997,265892.4445,241,1
7446,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1997,12684.17527,450,1
7447,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1997,10665.67959,2603,1
7448,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1997,4176.545676,563,1
7449,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,1998,3183.543062,14299,1
7450,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1998,25229.0358,8275,1
7451,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1998,273442.1898,78077,1
7452,WSS,Atlantic mackerel,Fish,Pelagic,Planktivore,Medium,Scombrid,1998,213.6540239,3741,1
7453,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1998,68942.1599,5221,1
7454,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1998,514.9834277,1267,1
7455,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1998,2979.365202,638,1
7456,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1998,53648.19106,7874,1
7457,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1998,4983.518336,21,1
7458,WSS,Pandalid shrimps (NS),Invertebrate,Demersal,Detritivore,,Invertebrate,1998,704.2,26,1
7459,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1998,8800.570012,10714,1
7460,WSS,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1998,3379.612824,0,1
7461,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1998,34255.17133,420,1
7462,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1998,4290.113148,39,1
7463,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1998,49668.7308,846,1
7464,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1998,1567.325223,0,1
7465,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1998,9871.168586,1359,1
7466,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1998,2075.346414,280,1
7467,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,1999,3190.977401,18013,1
7468,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1999,12298.49199,6299,1
7469,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1999,291070.1788,77552,1
7470,WSS,Atlantic mackerel,Fish,Pelagic,Planktivore,Medium,Scombrid,1999,476.0624946,3663,1
7471,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,1999,189190.9423,3942,1
7472,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,1999,770.9626815,760,1
7473,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1999,1785.192777,777,1
7474,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1999,85276.92036,6619,1
7475,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,1999,3713.135412,87,1
7476,WSS,Pandalid shrimps (NS),Invertebrate,Demersal,Detritivore,,Invertebrate,1999,745.83,15.2,1
7477,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1999,20324.93397,4839,1
7478,WSS,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1999,2879.620651,28.2,1
7479,WSS,Sea scallop,Invertebrate,Demersal,Planktivore,,Invertebrate,1999,568.956,6794,1
7480,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1999,25085.20461,4497,1
7481,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1999,4024.839262,28,1
7482,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,1999,218349.9653,1798,1
7483,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,1999,4136.992291,5,1
7484,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1999,12112.80264,1331,1
7485,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,1999,1143.379218,266,1
7486,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,2000,1450.280295,17944,1
7487,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,2000,15132.4591,5752,1
7488,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,2000,285168.3597,85285,1
7489,WSS,Atlantic mackerel,Fish,Pelagic,Planktivore,Medium,Scombrid,2000,38.81890813,3745,1
7490,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,2000,163917.8004,4389,1
7491,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,2000,884.9956957,768,1
7492,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,2000,1991.186193,881,1
7493,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,2000,90272.28558,6954,1
7494,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,2000,9801.571648,166,1
7495,WSS,Pandalid shrimps (NS),Invertebrate,Demersal,Detritivore,,Invertebrate,2000,855.92,17.2,1
7496,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,2000,11896.51229,3964,1
7497,WSS,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,2000,3153.621254,35.2,1
7498,WSS,Sea scallop,Invertebrate,Demersal,Planktivore,,Invertebrate,2000,1656.101,8429,1
7499,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,2000,86057.14192,4196,1
7500,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,2000,4233.738939,12,1
7501,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,2000,219390.5451,2541,1
7502,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,2000,329.8885996,18,1
7503,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,2000,15984.00177,1791,1
7504,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,2000,794.7089526,136,1
7505,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,2001,5414.898617,23295,1
7506,WSS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,2001,14308.52727,5703,1
7507,WSS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,2001,293757.1611,71570,1
7508,WSS,Atlantic mackerel,Fish,Pelagic,Planktivore,Medium,Scombrid,2001,64.13667878,2756,1
7509,WSS,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Medium,Sebastes,2001,252766.1294,4066,1
7510,WSS,Cusk,Fish,Demersal,Benthivore,Large,Gadoid,2001,968.1300931,1010,1
7511,WSS,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,2001,1223.067468,901,1
7512,WSS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,2001,123660.5114,8480,1
7513,WSS,Longhorn sculpin,Fish,Demersal,Omnivore,Small,Scorpaenid,2001,8225.83414,174,1
7514,WSS,Pandalid shrimps (NS),Invertebrate,Demersal,Detritivore,,Invertebrate,2001,522.29,21,1
7515,WSS,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,2001,31651.64297,4313,1
7516,WSS,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,2001,5413.552673,64.8,1
7517,WSS,Sea scallop,Invertebrate,Demersal,Planktivore,,Invertebrate,2001,426.695,11090,1
7518,WSS,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,2001,92939.61593,8167,1
7519,WSS,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,2001,3050.985396,29,1
7520,WSS,Spiny dogfish,Fish,Pelagic,Piscivore,Large,Elasmobranch,2001,173757.4434,3432,1
7521,WSS,Squids (NS),Invertebrate,Pelagic,Zoopivore,,Cephalopod,2001,351.1785763,19,1
7522,WSS,White hake,Fish,Demersal,Piscivore,Large,Gadoid,2001,28367.13929,1837,1
7523,WSS,Wolffishes (NS),Fish,Demersal,Benthivore,Large,Percoid,2001,1351.533989,103,1
7524,WSS,American lobster,Invertebrate,Demersal,Benthivore,,Invertebrate,2002,4514.021906,18665,1
